,Vehicle Class,Coverage,Renew Offer Type,EmploymentStatus,Marital Status,Education,Number of Policies,Monthly Premium Auto,Total Claim Amount,Income,Customer Lifetime Value
3565,SUV,Extended,Offer3,Employed,Married,College,8.0,137.0,61.915326,71656.0,10914.20446
3566,Four-Door Car,Basic,Offer3,Employed,Divorced,College,2.0,64.0,91.391245,39815.0,7492.055949
3567,Four-Door Car,Extended,Offer1,Unemployed,Married,College,4.0,84.0,403.2,0.0,5926.957452
3568,Two-Door Car,Basic,Offer1,Disabled,Married,College,2.0,63.0,302.4,24245.0,7079.790277
3569,Four-Door Car,Basic,Offer1,Disabled,Married,College,3.0,66.0,316.8,20181.0,4792.509792
3570,SUV,Basic,Offer2,Employed,Married,Master,1.0,104.0,5.894778,62113.0,4178.586494
3571,Four-Door Car,Extended,Offer3,Medical Leave,Single,Master,1.0,84.0,871.505797,19464.0,3086.873854
3572,Four-Door Car,Extended,Offer2,Employed,Married,College,1.0,76.0,178.839506,35205.0,2967.670797
3573,Sports Car,Basic,Offer3,Employed,Married,Bachelor,6.0,109.0,505.082702,35456.0,8545.608946
3574,Four-Door Car,Basic,Offer4,Retired,Divorced,Master,1.0,66.0,316.8,24182.0,2398.740007
3575,SUV,Basic,Offer3,Employed,Married,Bachelor,1.0,105.0,632.244063,74057.0,4202.663699
3577,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1.0,70.0,336.0,68463.0,2772.502139
3578,Two-Door Car,Basic,Offer1,Unemployed,Married,Bachelor,2.0,72.0,510.976913,0.0,21578.86035
3579,Four-Door Car,Extended,Offer1,Unemployed,Single,Bachelor,1.0,80.0,739.310493,0.0,2921.681366
3580,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2.0,73.0,350.4,38984.0,8591.604933
3581,SUV,Basic,Offer2,Employed,Married,Bachelor,3.0,112.0,537.6,44329.0,8929.611119
3582,Four-Door Car,Basic,Offer3,Employed,Divorced,Master,9.0,69.0,331.2,27722.0,5532.629846
3583,Four-Door Car,Extended,Offer1,Employed,Married,College,9.0,80.0,384.0,52210.0,6285.15476
3584,Four-Door Car,Extended,Offer2,Unemployed,Married,College,1.0,83.0,199.851201,0.0,2933.960426
3585,Four-Door Car,Premium,Offer1,Unemployed,Divorced,High School or Below,7.0,114.0,547.2,0.0,8447.801005
3586,Two-Door Car,Extended,Offer1,Employed,Married,High School or Below,5.0,76.0,166.1306,41859.0,5994.226432
3587,Four-Door Car,Premium,Offer2,Employed,Married,Bachelor,2.0,102.0,421.111226,87502.0,20461.1545
3588,Four-Door Car,Basic,Offer3,Employed,Divorced,College,3.0,72.0,61.715527,81491.0,5757.489397
3589,Four-Door Car,Basic,Offer3,Employed,Single,Bachelor,2.0,66.0,184.936711,67186.0,7850.128057
3590,Sports Car,Basic,Offer4,Employed,Married,High School or Below,2.0,117.0,436.533172,59130.0,33279.77231
3591,Luxury Car,Basic,Offer2,Unemployed,Single,Bachelor,6.0,180.0,1474.267145,0.0,13061.51639
3592,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,2.0,61.0,273.879927,57777.0,7319.575712
3593,SUV,Basic,Offer4,Unemployed,Single,College,2.0,108.0,777.6,0.0,21159.30151
3594,Sports Car,Basic,Offer2,Employed,Married,Doctor,3.0,110.0,159.239518,61246.0,8828.380695
3595,Two-Door Car,Basic,Offer2,Employed,Married,College,2.0,62.0,98.923871,23541.0,7247.736708
3596,Four-Door Car,Basic,Offer3,Unemployed,Married,High School or Below,2.0,66.0,393.645615,0.0,7238.504049
3597,Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,1.0,84.0,65.803328,75216.0,3360.269641
3598,SUV,Basic,Offer2,Employed,Married,College,2.0,114.0,786.934186,50144.0,13610.10746
3599,Four-Door Car,Premium,Offer1,Employed,Married,Bachelor,3.0,119.0,560.154132,51425.0,9378.900706
3601,SUV,Extended,Offer2,Employed,Married,College,1.0,125.0,723.301363,61987.0,5021.150845
3602,SUV,Basic,Offer2,Unemployed,Single,Bachelor,7.0,100.0,925.137143,0.0,6947.524013
3603,Four-Door Car,Extended,Offer2,Unemployed,Married,College,8.0,80.0,488.910614,0.0,6006.963446
3604,Four-Door Car,Extended,Offer2,Employed,Divorced,Doctor,2.0,89.0,17.558721,73339.0,17788.05705
3605,Luxury Car,Extended,Offer2,Employed,Married,High School or Below,1.0,225.0,1080.0,63326.0,8935.274872
3607,SUV,Basic,Offer3,Employed,Married,College,3.0,119.0,797.558033,28558.0,8873.201307
3608,SUV,Extended,Offer1,Employed,Married,Doctor,7.0,131.0,905.030448,59965.0,10541.10977
3609,Four-Door Car,Premium,Offer1,Unemployed,Married,High School or Below,6.0,106.0,603.058114,0.0,8236.917193
3610,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,2.0,72.0,146.124719,38676.0,8586.801328
3611,Two-Door Car,Basic,Offer3,Employed,Married,High School or Below,1.0,72.0,328.004855,61809.0,2893.806196
3613,Four-Door Car,Premium,Offer1,Unemployed,Single,High School or Below,3.0,103.0,741.6,0.0,7611.212764
3614,Two-Door Car,Extended,Offer1,Medical Leave,Divorced,High School or Below,6.0,79.0,507.549315,20282.0,5445.373289
3615,Four-Door Car,Extended,Offer1,Employed,Single,Bachelor,3.0,76.0,364.8,43676.0,5913.305869
3616,SUV,Basic,Offer1,Employed,Married,Bachelor,1.0,113.0,376.529086,34558.0,4513.435299
3617,Sports Car,Basic,Offer2,Employed,Single,Bachelor,2.0,112.0,537.6,28582.0,13037.03339
3618,Four-Door Car,Basic,Offer1,Unemployed,Single,Master,2.0,66.0,316.8,0.0,6393.874612
3619,SUV,Extended,Offer1,Unemployed,Single,Bachelor,5.0,122.0,1100.088685,0.0,8467.369513
3620,Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,1.0,86.0,10.478305,54339.0,3430.316936
3622,Four-Door Car,Premium,Offer1,Unemployed,Single,College,1.0,106.0,1116.943654,0.0,3761.792015
3623,SUV,Basic,Offer1,Medical Leave,Married,Bachelor,2.0,114.0,547.2,15616.0,13269.59942
3625,Four-Door Car,Basic,Offer1,Unemployed,Married,High School or Below,8.0,73.0,388.819919,0.0,5528.080912
3626,Two-Door Car,Basic,Offer1,Employed,Married,Bachelor,2.0,63.0,302.4,48381.0,7564.611951
3627,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1.0,62.0,232.753598,79271.0,2414.638309
3628,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,1.0,86.0,170.532133,94885.0,3470.177816
3629,SUV,Extended,Offer2,Employed,Married,Bachelor,2.0,128.0,339.73717,80757.0,15262.95878
3630,Two-Door Car,Extended,Offer1,Employed,Married,Master,2.0,98.0,470.4,87560.0,11986.59212
3631,Two-Door Car,Extended,Offer4,Medical Leave,Married,College,1.0,76.0,364.8,23830.0,2776.842204
3632,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,1.0,72.0,515.122954,35654.0,2885.742441
3633,Sports Car,Basic,Offer4,Employed,Married,High School or Below,3.0,103.0,494.4,68022.0,8209.59982
3634,Four-Door Car,Basic,Offer1,Employed,Single,Master,8.0,61.0,254.308991,35039.0,4739.861234
3637,Two-Door Car,Basic,Offer4,Employed,Married,College,1.0,67.0,309.424708,31058.0,2489.387507
3638,Four-Door Car,Basic,Offer1,Employed,Single,Bachelor,3.0,74.0,355.2,60087.0,5821.787383
3639,SUV,Extended,Offer1,Unemployed,Divorced,High School or Below,1.0,125.0,600.0,0.0,4473.883999
3640,Luxury SUV,Extended,Offer1,Employed,Divorced,High School or Below,2.0,223.0,1605.6,48268.0,26346.08582
3641,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,6.0,73.0,100.620067,85857.0,5879.176092
3642,Two-Door Car,Basic,Offer2,Medical Leave,Married,Master,2.0,68.0,383.890867,15505.0,21480.81781
3644,Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,3.0,63.0,302.4,76448.0,5111.304579
3645,Four-Door Car,Basic,Offer3,Unemployed,Single,College,1.0,65.0,468.0,0.0,2113.85703
3646,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2.0,62.0,430.093647,54289.0,7385.359236
3647,Four-Door Car,Extended,Offer2,Unemployed,Married,Bachelor,2.0,95.0,337.79769,0.0,10395.70939
3648,Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,2.0,82.0,371.458196,72517.0,13156.74895
3649,SUV,Basic,Offer3,Employed,Married,College,9.0,109.0,527.759702,31354.0,8667.090494
3650,Four-Door Car,Extended,Offer1,Unemployed,Single,College,1.0,88.0,633.6,0.0,3059.426954
3651,Four-Door Car,Extended,Offer3,Unemployed,Married,Bachelor,2.0,81.0,136.848554,0.0,21112.53624
3653,Two-Door Car,Extended,Offer1,Medical Leave,Married,College,7.0,94.0,451.2,10710.0,7255.714453
3654,Sports Car,Basic,Offer1,Employed,Married,High School or Below,7.0,115.0,115.400119,70958.0,9212.613275
3655,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1.0,69.0,290.886242,79065.0,2760.476712
3656,SUV,Basic,Offer2,Employed,Divorced,Doctor,3.0,107.0,220.018279,92374.0,8639.49502
3657,Sports Car,Premium,Offer4,Unemployed,Single,High School or Below,3.0,169.0,1312.201307,0.0,11700.6441
3658,SUV,Basic,Offer2,Employed,Married,Bachelor,1.0,112.0,537.6,26676.0,4389.279424
3659,Two-Door Car,Basic,Offer1,Employed,Single,College,7.0,64.0,317.979988,25915.0,4996.564694
3660,Sports Car,Basic,Offer1,Unemployed,Married,Master,2.0,113.0,799.926741,0.0,35537.846
3662,Four-Door Car,Extended,Offer1,Unemployed,Married,Doctor,4.0,84.0,481.025786,0.0,6265.343299
3663,SUV,Extended,Offer1,Unemployed,Single,High School or Below,1.0,125.0,900.0,0.0,4512.204391
3664,Two-Door Car,Basic,Offer1,Unemployed,Single,High School or Below,9.0,65.0,468.0,0.0,4468.2209
3665,Four-Door Car,Basic,Offer1,Medical Leave,Single,College,8.0,69.0,438.155584,12153.0,4861.493017
3666,Luxury Car,Premium,Offer1,Unemployed,Married,High School or Below,5.0,290.0,1550.596808,0.0,21766.83059
3667,Two-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,1.0,70.0,504.0,0.0,2471.441785
3668,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,8.0,88.0,603.100479,21687.0,6950.100195
3669,SUV,Extended,Offer1,Unemployed,Single,College,1.0,136.0,652.8,0.0,4754.449647
3670,Luxury Car,Basic,Offer1,Employed,Single,High School or Below,3.0,189.0,907.2,36670.0,14708.99565
3672,Four-Door Car,Basic,Offer2,Employed,Single,Bachelor,1.0,63.0,302.4,48473.0,2444.896824
3675,Four-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,3.0,69.0,472.611522,0.0,4813.284447
3676,Four-Door Car,Extended,Offer2,Employed,Single,College,9.0,77.0,31.668965,82399.0,6045.625114
3677,Four-Door Car,Basic,Offer1,Employed,Married,Doctor,3.0,70.0,244.801119,36938.0,5682.515346
3678,Four-Door Car,Basic,Offer2,Employed,Divorced,High School or Below,3.0,62.0,266.932542,82093.0,4942.873707
3679,Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,1.0,93.0,446.4,31349.0,3677.907634
3680,Two-Door Car,Extended,Offer2,Employed,Married,College,2.0,78.0,20.209679,38910.0,9426.384787
3681,Two-Door Car,Extended,Offer4,Employed,Single,College,2.0,96.0,250.697824,66146.0,11243.90285
3682,Luxury SUV,Basic,Offer1,Employed,Married,High School or Below,6.0,185.0,1.587888,91193.0,14886.70602
3683,SUV,Basic,Offer1,Employed,Divorced,College,1.0,116.0,381.570261,95550.0,4595.524548
3684,Two-Door Car,Basic,Offer1,Unemployed,Married,High School or Below,1.0,74.0,402.449823,0.0,2840.85429
3686,Four-Door Car,Basic,Offer4,Employed,Divorced,Bachelor,2.0,66.0,316.8,44856.0,10148.41973
3687,Sports Car,Premium,Offer3,Employed,Married,Master,1.0,181.0,404.95431,29053.0,7256.576235
3688,Two-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,4.0,67.0,577.385463,0.0,4654.841089
3689,Four-Door Car,Extended,Offer1,Unemployed,Single,College,8.0,83.0,946.345269,0.0,5770.684097
3690,Four-Door Car,Premium,Offer1,Employed,Married,Bachelor,4.0,119.0,65.428481,84539.0,9587.586583
3691,Four-Door Car,Basic,Offer3,Unemployed,Single,College,2.0,64.0,572.522796,0.0,9321.284825
3692,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1.0,73.0,123.790553,40525.0,2879.63179
3693,Two-Door Car,Extended,Offer3,Employed,Married,College,2.0,81.0,388.8,31421.0,9594.78115
3694,SUV,Basic,Offer1,Employed,Married,Bachelor,3.0,116.0,501.716934,73795.0,9185.025301
3695,Four-Door Car,Extended,Offer3,Medical Leave,Married,College,9.0,85.0,408.0,15300.0,6494.243995
3696,SUV,Basic,Offer2,Employed,Married,High School or Below,2.0,100.0,444.530425,31157.0,23554.392
3697,Two-Door Car,Basic,Offer1,Medical Leave,Single,High School or Below,1.0,69.0,374.399828,23504.0,2514.428561
3698,Two-Door Car,Basic,Offer4,Employed,Married,High School or Below,2.0,64.0,33.97,69900.0,7623.580733
3699,Two-Door Car,Basic,Offer3,Employed,Married,College,2.0,64.0,302.586407,49937.0,7597.910661
3700,Sports Car,Premium,Offer3,Unemployed,Single,High School or Below,2.0,157.0,753.6,0.0,16280.19859
3702,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1.0,65.0,312.0,31213.0,2549.998419
3703,SUV,Basic,Offer1,Employed,Married,Bachelor,9.0,105.0,2.54009,61337.0,8447.888167
3704,Four-Door Car,Basic,Offer3,Unemployed,Married,College,1.0,61.0,292.8,0.0,2237.347771
3706,Four-Door Car,Basic,Offer3,Employed,Single,High School or Below,1.0,64.0,274.956819,31093.0,2482.195895
3707,Four-Door Car,Extended,Offer1,Employed,Single,College,2.0,83.0,290.381707,50809.0,19480.49981
3708,Four-Door Car,Extended,Offer1,Unemployed,Married,Bachelor,9.0,93.0,13.073952,0.0,6739.664992
3709,Four-Door Car,Extended,Offer3,Employed,Married,College,1.0,86.0,412.8,42983.0,3483.630439
3710,Two-Door Car,Basic,Offer3,Employed,Single,Bachelor,3.0,62.0,49.011099,65795.0,4762.8179
3711,Four-Door Car,Basic,Offer1,Medical Leave,Married,Doctor,3.0,66.0,214.866605,12608.0,4991.47197
3712,SUV,Premium,Offer1,Employed,Married,Bachelor,3.0,180.0,821.51673,73222.0,14349.85991
3713,Two-Door Car,Basic,Offer1,Unemployed,Married,Bachelor,3.0,62.0,297.6,0.0,4665.129599
3714,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,3.0,73.0,350.4,75952.0,5866.068903
3715,Four-Door Car,Extended,Offer2,Employed,Married,College,1.0,95.0,97.176153,97729.0,3832.898507
3717,Four-Door Car,Basic,Offer1,Employed,Married,College,1.0,72.0,381.238176,65247.0,2899.702858
3718,Four-Door Car,Basic,Offer1,Employed,Married,College,2.0,65.0,123.512596,52735.0,10357.62776
3719,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,3.0,94.0,146.950756,31477.0,7516.831717
3720,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2.0,66.0,142.113373,44362.0,15762.53198
3721,SUV,Basic,Offer2,Employed,Divorced,High School or Below,3.0,116.0,556.8,71416.0,9277.233839
3723,SUV,Premium,Offer1,Unemployed,Single,Bachelor,9.0,161.0,1159.2,0.0,11158.12643
3724,Two-Door Car,Extended,Offer1,Disabled,Divorced,Bachelor,8.0,89.0,111.836561,21156.0,6540.204626
3725,Four-Door Car,Basic,Offer4,Employed,Single,College,3.0,71.0,472.599683,58651.0,5480.104065
3726,Four-Door Car,Premium,Offer1,Employed,Married,High School or Below,3.0,101.0,484.8,66140.0,8162.617053
3727,Two-Door Car,Basic,Offer3,Employed,Married,Bachelor,2.0,68.0,51.662597,30584.0,8072.746442
3728,Two-Door Car,Basic,Offer2,Employed,Single,High School or Below,2.0,64.0,9.163065,71879.0,22693.29076
3729,Four-Door Car,Premium,Offer1,Disabled,Married,Bachelor,1.0,113.0,831.625979,16701.0,4293.997319
3730,SUV,Basic,Offer1,Employed,Single,Master,1.0,118.0,88.17994,85140.0,4554.557242
3732,SUV,Extended,Offer4,Employed,Married,Master,4.0,134.0,83.815183,52965.0,10682.7619
3733,SUV,Basic,Offer1,Employed,Married,Bachelor,1.0,118.0,133.907696,78596.0,4742.617289
3734,Four-Door Car,Extended,Offer1,Unemployed,Single,College,2.0,87.0,417.6,0.0,8621.185568
3735,SUV,Basic,Offer1,Unemployed,Single,College,1.0,101.0,862.49778,0.0,3721.390713
3736,Four-Door Car,Extended,Offer1,Employed,Married,College,3.0,97.0,284.49502,54431.0,7849.125533
3737,Four-Door Car,Basic,Offer1,Unemployed,Single,High School or Below,2.0,72.0,518.4,0.0,12992.27561
3739,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1.0,65.0,312.0,29757.0,2581.110945
3740,Four-Door Car,Basic,Offer1,Employed,Married,College,2.0,72.0,79.463916,26023.0,8457.461231
3741,Four-Door Car,Extended,Offer4,Medical Leave,Divorced,College,2.0,92.0,441.6,19592.0,9927.049694
3742,Four-Door Car,Extended,Offer1,Employed,Married,College,3.0,99.0,291.890464,51001.0,7842.377593
3743,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,2.0,68.0,361.646987,91354.0,16484.01644
3744,Two-Door Car,Basic,Offer1,Medical Leave,Married,High School or Below,2.0,67.0,482.4,27869.0,18474.71111
3746,Four-Door Car,Extended,Offer4,Employed,Single,College,2.0,95.0,76.175672,29815.0,10960.93667
3747,Four-Door Car,Extended,Offer1,Employed,Married,Master,9.0,86.0,221.856184,33288.0,6756.651404
3749,Four-Door Car,Premium,Offer3,Employed,Married,High School or Below,3.0,111.0,1093.708851,66267.0,8986.610653
3751,Two-Door Car,Basic,Offer4,Unemployed,Single,College,1.0,69.0,624.980751,0.0,2276.392936
3752,Two-Door Car,Premium,Offer3,Employed,Single,Bachelor,1.0,104.0,171.213743,62864.0,4049.415027
3753,Four-Door Car,Extended,Offer3,Employed,Married,Master,1.0,79.0,379.2,77882.0,3221.788294
3754,SUV,Extended,Offer3,Unemployed,Single,High School or Below,2.0,131.0,943.2,0.0,14208.50598
3755,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1.0,73.0,283.966321,36844.0,2872.980808
3756,SUV,Basic,Offer4,Employed,Married,Bachelor,3.0,118.0,566.4,47048.0,9420.965855
3758,Four-Door Car,Extended,Offer1,Unemployed,Single,High School or Below,2.0,76.0,364.8,0.0,18688.30707
3759,Four-Door Car,Extended,Offer2,Employed,Married,College,1.0,80.0,239.964694,78784.0,3199.824902
3760,Two-Door Car,Extended,Offer4,Employed,Divorced,College,9.0,87.0,616.749885,22093.0,6874.326693
3761,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,2.0,67.0,321.6,89284.0,7920.105377
3762,Four-Door Car,Premium,Offer3,Employed,Married,Bachelor,2.0,111.0,170.559281,37449.0,12898.59142
3764,Sports Car,Basic,Offer2,Employed,Married,Master,2.0,112.0,297.187468,57222.0,13502.63148
3765,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,1.0,68.0,326.4,25544.0,2695.963857
3766,Four-Door Car,Extended,Offer2,Employed,Divorced,Bachelor,1.0,77.0,128.490137,42987.0,3012.039703
3767,Two-Door Car,Basic,Offer4,Employed,Married,College,1.0,66.0,316.8,45525.0,2671.295549
3768,Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,3.0,79.0,379.2,24477.0,6289.946999
3769,Two-Door Car,Basic,Offer1,Employed,Single,Doctor,1.0,71.0,145.673348,37009.0,2806.696138
3772,SUV,Extended,Offer4,Employed,Married,High School or Below,1.0,129.0,619.2,87050.0,5160.251878
3773,Four-Door Car,Premium,Offer2,Unemployed,Married,Master,2.0,119.0,439.352186,0.0,15610.90065
3774,Four-Door Car,Basic,Offer1,Unemployed,Single,High School or Below,1.0,74.0,663.423782,0.0,2562.843896
3775,Two-Door Car,Basic,Offer3,Employed,Married,College,1.0,62.0,54.961039,50632.0,2483.642397
3776,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,8.0,86.0,242.807725,25411.0,6965.423975
3778,Four-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,4.0,71.0,511.2,0.0,5088.687654
3779,SUV,Basic,Offer3,Employed,Married,Bachelor,1.0,114.0,412.884282,39426.0,4521.190551
3780,Four-Door Car,Basic,Offer3,Unemployed,Single,Bachelor,3.0,71.0,653.388564,0.0,4992.063043
3781,Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,1.0,87.0,316.35678,22853.0,3362.414442
3782,Four-Door Car,Basic,Offer3,Unemployed,Married,College,1.0,71.0,340.8,0.0,2657.570431
3783,Four-Door Car,Premium,Offer1,Unemployed,Single,College,3.0,114.0,820.8,0.0,7555.828789
3784,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,2.0,70.0,336.0,88178.0,14194.15441
3785,SUV,Basic,Offer2,Employed,Married,Bachelor,6.0,100.0,418.005524,74217.0,7986.191274
3786,Luxury Car,Premium,Offer4,Unemployed,Single,High School or Below,1.0,261.0,2759.794354,0.0,9295.41115
3787,Luxury SUV,Extended,Offer1,Disabled,Married,High School or Below,2.0,219.0,1328.839129,29295.0,58207.12842
3788,SUV,Basic,Offer1,Unemployed,Single,Bachelor,1.0,110.0,792.0,0.0,3735.838129
3789,Two-Door Car,Basic,Offer2,Employed,Divorced,High School or Below,1.0,68.0,292.135884,58620.0,2722.408776
3790,Two-Door Car,Basic,Offer3,Employed,Married,High School or Below,6.0,64.0,307.2,43461.0,5165.810048
3792,Four-Door Car,Extended,Offer3,Employed,Married,High School or Below,2.0,85.0,408.0,57844.0,16675.89616
3793,Four-Door Car,Extended,Offer1,Employed,Married,High School or Below,3.0,96.0,252.076899,48784.0,7715.103608
3794,Four-Door Car,Extended,Offer3,Unemployed,Single,Bachelor,2.0,78.0,561.6,0.0,8123.023295
3795,SUV,Extended,Offer1,Unemployed,Married,College,2.0,138.0,688.828746,0.0,15328.45723
3796,Four-Door Car,Basic,Offer2,Unemployed,Single,Bachelor,1.0,73.0,677.970934,0.0,2388.353882
3797,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,1.0,69.0,331.2,65431.0,2777.341885
3798,Four-Door Car,Basic,Offer2,Employed,Married,College,2.0,66.0,247.911872,72215.0,18453.57629
